Cross Validation data sets
415530,Test group:10,Total correct:,0.9181286549707602,Bad correct:,20/26,Good correct:,137/145
417069,Test group:1,Total correct:,0.9415204678362573,Bad correct:,16/26,Good correct:,145/145
418608,Test group:2,Total correct:,0.9181286549707602,Bad correct:,13/26,Good correct:,144/145
420147,Test group:3,Total correct:,0.8654970760233918,Bad correct:,19/26,Good correct:,129/145
421686,Test group:4,Total correct:,0.8596491228070176,Bad correct:,21/26,Good correct:,126/145
423225,Test group:5,Total correct:,0.9298245614035088,Bad correct:,20/26,Good correct:,139/145
424764,Test group:6,Total correct:,0.8947368421052632,Bad correct:,12/26,Good correct:,141/145
426303,Test group:7,Total correct:,0.9415204678362573,Bad correct:,19/26,Good correct:,142/145
427842,Test group:8,Total correct:,0.9181286549707602,Bad correct:,18/26,Good correct:,139/145
429381,Test group:9,Total correct:,0.9766081871345029,Bad correct:,22/26,Good correct:,145/145
430920,Test group:10,Total correct:,0.935672514619883,Bad correct:,17/26,Good correct:,143/145
432459,Test group:1,Total correct:,0.9064327485380117,Bad correct:,17/26,Good correct:,138/145
433998,Test group:2,Total correct:,0.8947368421052632,Bad correct:,14/26,Good correct:,139/145
435537,Test group:3,Total correct:,0.8888888888888888,Bad correct:,8/26,Good correct:,144/145
437076,Test group:4,Total correct:,0.9122807017543859,Bad correct:,11/26,Good correct:,145/145
438615,Test group:5,Total correct:,0.9532163742690059,Bad correct:,18/26,Good correct:,145/145
440154,Test group:6,Total correct:,0.9064327485380117,Bad correct:,14/26,Good correct:,141/145
441693,Test group:7,Total correct:,0.9005847953216374,Bad correct:,20/26,Good correct:,134/145
443232,Test group:8,Total correct:,0.935672514619883,Bad correct:,19/26,Good correct:,141/145
444771,Test group:9,Total correct:,0.9590643274853801,Bad correct:,22/26,Good correct:,142/145
446310,Test group:10,Total correct:,0.9473684210526315,Bad correct:,20/26,Good correct:,142/145
447849,Test group:1,Total correct:,0.9473684210526315,Bad correct:,18/26,Good correct:,144/145
449388,Test group:2,Total correct:,0.9122807017543859,Bad correct:,15/26,Good correct:,141/145
450927,Test group:3,Total correct:,0.9122807017543859,Bad correct:,12/26,Good correct:,144/145
452466,Test group:4,Total correct:,0.9064327485380117,Bad correct:,15/26,Good correct:,140/145
454005,Test group:5,Total correct:,0.935672514619883,Bad correct:,15/26,Good correct:,145/145
455544,Test group:6,Total correct:,0.9590643274853801,Bad correct:,19/26,Good correct:,145/145
457083,Test group:7,Total correct:,0.9415204678362573,Bad correct:,16/26,Good correct:,145/145
458622,Test group:8,Total correct:,0.9239766081871345,Bad correct:,13/26,Good correct:,145/145
460161,Test group:9,Total correct:,0.9239766081871345,Bad correct:,13/26,Good correct:,145/145
461700,Test group:10,Total correct:,0.9239766081871345,Bad correct:,19/26,Good correct:,139/145
463239,Test group:1,Total correct:,0.9181286549707602,Bad correct:,17/26,Good correct:,140/145
464778,Test group:2,Total correct:,0.8830409356725146,Bad correct:,10/26,Good correct:,141/145
466317,Test group:3,Total correct:,0.8421052631578947,Bad correct:,18/26,Good correct:,126/145
467856,Test group:4,Total correct:,0.9005847953216374,Bad correct:,12/26,Good correct:,142/145
469395,Test group:5,Total correct:,0.9532163742690059,Bad correct:,18/26,Good correct:,145/145
470934,Test group:6,Total correct:,0.9239766081871345,Bad correct:,13/26,Good correct:,145/145
472473,Test group:7,Total correct:,0.9473684210526315,Bad correct:,19/26,Good correct:,143/145
474012,Test group:8,Total correct:,0.9005847953216374,Bad correct:,20/26,Good correct:,134/145
475551,Test group:9,Total correct:,0.935672514619883,Bad correct:,15/26,Good correct:,145/145
477090,Test group:10,Total correct:,0.9181286549707602,Bad correct:,21/26,Good correct:,136/145
